message_text,cleaned_message_text,unigram_bigram_ready_text,annotation_count,risk_categories_present,suspicious_phrases_json,label,label_name,scam_subtype,source_name,source_url,data_origin_type,is_synthetic,split,message_length_characters,message_length_words,cleaned_token_count,digit_count,exclamation_mark_count,contains_url_like_text,contains_phone_number_like_text
Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,hello we need some posh birds and chaps to user trial prods for champneys can i put you down i need your address and dob asap ta r,hello we need some posh birds and chaps to user trial prods for champneys can i put you down i need your address and dob asap ta r hello_we we_need need_some some_posh posh_birds birds_and and_chaps chaps_to to_user user_trial trial_prods prods_for for_champneys champneys_can can_i i_put put_you you_down down_i i_need need_your your_address address_and and_dob dob_asap asap_ta ta_r,0,,[],1,scam,general_scam,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,134,28,28,0,0,0,0
Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,yun ah now wkg where btw if go nus sc wana specialise in wad,yun ah now wkg where btw if go nus sc wana specialise in wad yun_ah ah_now now_wkg wkg_where where_btw btw_if if_go go_nus nus_sc sc_wana wana_specialise specialise_in in_wad,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,68,15,14,0,0,0,0
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",had your mobile 10 mths update to the latest camera video phones for free keep ur same number get extra free mins texts text yes for a call,had your mobile 10 mths update to the latest camera video phones for free keep ur same number get extra free mins texts text yes for a call had_your your_mobile mobile_10 10_mths mths_update update_to to_the the_latest latest_camera camera_video video_phones phones_for for_free free_keep keep_ur ur_same same_number number_get get_extra extra_free free_mins mins_texts texts_text text_yes yes_for for_a a_call,0,,[],1,scam,general_scam,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,143,26,28,2,0,0,0
Just seeing your missed call my dear brother. Do have a gr8 day.,just seeing your missed call my dear brother do have a gr8 day,just seeing your missed call my dear brother do have a gr8 day just_seeing seeing_your your_missed missed_call call_my my_dear dear_brother brother_do do_have have_a a_gr8 gr8_day,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,64,13,13,1,0,0,0
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",final chance claim ur 150 worth of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz 3 00 subs 16,final chance claim ur 150 worth of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz 3 00 subs 16 final_chance chance_claim claim_ur ur_150 150_worth worth_of of_discount discount_vouchers vouchers_today today_text text_yes yes_to to_85023 85023_now now_savamob savamob_member member_offers offers_mobile mobile_t t_cs cs_savamob savamob_pobox84 pobox84_m263uz m263uz_3 3_00 00_subs subs_16,0,,[],1,scam,urgency,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,159,27,28,18,4,0,0
I'm very happy for you babe ! Woo hoo party on dude!,i'm very happy for you babe woo hoo party on dude,i'm very happy for you babe woo hoo party on dude i'm_very very_happy happy_for for_you you_babe babe_woo woo_hoo hoo_party party_on on_dude,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,52,12,11,0,2,0,0
Final notice from tax office: unpaid balance recorded under R-4418. Failure to respond may trigger enforcement action.,final notice from tax office unpaid balance recorded under r 4418 failure to respond may trigger enforcement action,final notice from tax office unpaid balance recorded under r 4418 failure to respond may trigger enforcement action final_notice notice_from from_tax tax_office office_unpaid unpaid_balance balance_recorded recorded_under under_r r_4418 4418_failure failure_to to_respond respond_may may_trigger trigger_enforcement enforcement_action,3,urgency|impersonation|threat,"[{""phrase_text"": ""Final notice"", ""start_index"": 0, ""end_index"": 12, ""risk_category"": ""urgency"", ""risk_explanation"": ""This phrase creates pressure to act quickly.""}, {""phrase_text"": ""tax office"", ""start_index"": 18, ""end_index"": 28, ""risk_category"": ""impersonation"", ""risk_explanation"": ""This suggests a trusted organization is being impersonated.""}, {""phrase_text"": ""enforcement action"", ""start_index"": 99, ""end_index"": 117, ""risk_category"": ""threat"", ""risk_explanation"": ""This phrase uses fear or consequences.""}]",1,scam,threat,synthetic_rule_based_scam_messages,synthetic_rule_based_generation,synthetic_generation,True,train,118,17,18,4,0,0,0
"Did you say bold, then torch later. Or one torch and 2bold?",did you say bold then torch later or one torch and 2bold,did you say bold then torch later or one torch and 2bold did_you you_say say_bold bold_then then_torch torch_later later_or or_one one_torch torch_and and_2bold,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,59,12,12,1,0,0,0
ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,zoe it just hit me 2 im fucking shitin myself il defo try my hardest 2 cum 2morow luv u millions lekdog,zoe it just hit me 2 im fucking shitin myself il defo try my hardest 2 cum 2morow luv u millions lekdog zoe_it it_just just_hit hit_me me_2 2_im im_fucking fucking_shitin shitin_myself myself_il il_defo defo_try try_my my_hardest hardest_2 2_cum cum_2morow 2morow_luv luv_u u_millions millions_lekdog,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,103,22,22,3,0,0,0
Its ok..come to my home it vl nice to meet and v can chat..,its ok come to my home it vl nice to meet and v can chat,its ok come to my home it vl nice to meet and v can chat its_ok ok_come come_to to_my my_home home_it it_vl vl_nice nice_to to_meet meet_and and_v v_can can_chat,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,59,14,15,0,0,0,0
Hello! Good week? Fancy a drink or something later?,hello good week fancy a drink or something later,hello good week fancy a drink or something later hello_good good_week week_fancy fancy_a a_drink drink_or or_something something_later,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,51,9,9,0,1,0,0
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow we_took took_hooch hooch_for for_a a_walk walk_toaday toaday_and and_i i_fell fell_over over_splat splat_grazed grazed_my my_knees knees_and and_everything everything_should should_have have_stayed stayed_at at_home home_see see_you you_tomorrow,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,133,25,25,0,5,0,0
Its a site to simulate the test. It just gives you very tough questions to test your readiness.,its a site to simulate the test it just gives you very tough questions to test your readiness,its a site to simulate the test it just gives you very tough questions to test your readiness its_a a_site site_to to_simulate simulate_the the_test test_it it_just just_gives gives_you you_very very_tough tough_questions questions_to to_test test_your your_readiness,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,95,18,18,0,0,0,0
I've told him that i've returned it. That should i re order it.,i've told him that i've returned it that should i re order it,i've told him that i've returned it that should i re order it i've_told told_him him_that that_i've i've_returned returned_it it_that that_should should_i i_re re_order order_it,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,63,13,13,0,0,0,0
"As usual..iam fine, happy &amp; doing well..:)",as usual iam fine happy amp doing well,as usual iam fine happy amp doing well as_usual usual_iam iam_fine fine_happy happy_amp amp_doing doing_well,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,46,7,8,0,0,0,0
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",pete is this your phone still its jenny from college and leanne what are you up to now,pete is this your phone still its jenny from college and leanne what are you up to now pete_is is_this this_your your_phone phone_still still_its its_jenny jenny_from from_college college_and and_leanne leanne_what what_are are_you you_up up_to to_now,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,90,16,18,0,0,0,0
Was playng 9 doors game and gt racing on phone lol,was playng 9 doors game and gt racing on phone lol,was playng 9 doors game and gt racing on phone lol was_playng playng_9 9_doors doors_game game_and and_gt gt_racing racing_on on_phone phone_lol,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,50,11,11,1,0,0,0
What's your room number again? Wanna make sure I'm knocking on the right door,what's your room number again wanna make sure i'm knocking on the right door,what's your room number again wanna make sure i'm knocking on the right door what's_your your_room room_number number_again again_wanna wanna_make make_sure sure_i'm i'm_knocking knocking_on on_the the_right right_door,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,77,14,14,0,0,0,0
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",500 new mobiles from 2004 must go txt nokia to no 89545 collect yours today from only 1 url_token 2optout phone_token 50gbp mtmsg18,500 new mobiles from 2004 must go txt nokia to no 89545 collect yours today from only 1 url_token 2optout phone_token 50gbp mtmsg18 500_new new_mobiles mobiles_from from_2004 2004_must must_go go_txt txt_nokia nokia_to to_no no_89545 89545_collect collect_yours yours_today today_from from_only only_1 1_url_token url_token_2optout 2optout_phone_token phone_token_50gbp 50gbp_mtmsg18,1,link_request,"[{""phrase_text"": ""www.4-tc.biz"", ""start_index"": 95, ""end_index"": 107, ""risk_category"": ""link_request"", ""risk_explanation"": ""This pushes the user to click a link.""}]",1,scam,urgency,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,142,21,23,31,2,1,1
Every day i use to sleep after  &lt;#&gt;  so only.,every day i use to sleep after lt gt so only,every day i use to sleep after lt gt so only every_day day_i i_use use_to to_sleep sleep_after after_lt lt_gt gt_so so_only,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,51,10,11,0,0,0,0
Yeah I'll try to scrounge something up,yeah i'll try to scrounge something up,yeah i'll try to scrounge something up yeah_i'll i'll_try try_to to_scrounge scrounge_something something_up,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,38,7,7,0,0,0,0
Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,well at this right i'm gonna have to get up and check today's steam sales pee so text me when you want me to come get you,well at this right i'm gonna have to get up and check today's steam sales pee so text me when you want me to come get you well_at at_this this_right right_i'm i'm_gonna gonna_have have_to to_get get_up up_and and_check check_today's today's_steam steam_sales sales_pee pee_so so_text text_me me_when when_you you_want want_me me_to to_come come_get get_you,0,,[],0,safe,none,uc_irvine_sms_spam_collection,https://archive.ics.uci.edu/dataset/228/sms+spam+collection,downloadable_dataset,False,train,121,26,27,0,0,0,0
